主体ID,销售组织,客戶編碼,客户,客名,销售部门,销售业务员,商品名称,销售数量,数量,主计量,合计含税金额,线索客户编码,线索客户名称,ERP订单号,ERP订单状态,要求送货日期,创建时间,商品編碼,小類編碼,小類,客戶屬性,訂單總金額
2575635657935290371,香港事业部,NFT00.003034,豪氣有限公司,豪氣,分销业务冻品水产部销售部,萧景新,高峰四號肉 25KG,11,275,千克,4854.85,,,14782219,已登记,2026-07-03 00:00:00,2026-07-03 09:50:57,1300104005,1300104,四號肉,批發-加工,4854.85
2575156863594135553,香港事业部,NFT00.000168,明記凍肉,明記,分销业务冻品水产部销售部,凌靖翔,山東IQF鴨小胸|10KG(1K*10),1,10,千克,165,,,14782930,已登记,2026-07-03 00:00:00,2026-07-02 18:22:00,1300903010,1300903,生鴨胸,凍肉店,165
2575051980469698568,香港事业部,NFT00.003034,豪氣有限公司,豪氣,分销业务冻品水产部销售部,萧景新,中國紅布腸|20KG,1,20,千克,4888.8,,,14782754,已登记,2026-07-03 00:00:00,2026-07-02 14:58:29,1300114011,1300114,熟食,批發-加工,4888.8
2575051980469698568,香港事业部,NFT00.003034,豪氣有限公司,豪氣,分销业务冻品水产部销售部,萧景新,高峰四號肉 25KG,10,250,千克,4888.8,,,14782754,已登记,2026-07-03 00:00:00,2026-07-02 14:58:29,1300104005,1300104,四號肉,批發-加工,0
2575046895251488773,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,河南去皮上腿肉|12KG,8,96,千克,1516.8,,,14782620,已登记,2026-07-03 00:00:00,2026-07-02 14:48:37,1300609001,1300609,去皮上腿肉,批發-飛機,1516.8
2575045675480776704,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,遼寧欣城帶骨雞全腿 280-300G|15KG,1,15,千克,188.55,,,14781758,已登记,2026-07-03 00:00:00,2026-07-02 14:46:15,1300603040,1300603,帶骨全腿,批發-飛機,188.55
2575044799284379649,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,遼寧銘川帶皮腿扒|15KG (250克+/塊),1,15,千克,221.7,,,14782618,已登记,2026-07-03 00:00:00,2026-07-02 14:44:34,1300607014,1300607,帶皮腿扒,批發-飛機,221.7
2575023839867043847,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,金鷹寸骨|10KG (1K*10包),1,10,千克,480,,,14781757,已登记,2026-07-03 00:00:00,2026-07-02 14:03:54,1300111003,1300111,寸骨,批發-飛機,480
2574964019562545183,香港事业部,NFT00.000229,駿利貿易公司,駿利,分销业务冻品水产部销售部,张淑燕,金鷹寸骨|10KG (1K*10包),2,20,千克,950.4,,,14780489,已登记,2026-07-03 00:00:00,2026-07-02 12:07:49,1300111003,1300111,寸骨,批發-飛機,950.4
2574952921343983624,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,華英全淨膛鴨|12.8KG (1.6KG/只),1,12.8,千克,1176.52,,,14781667,已登记,2026-07-03 00:00:00,2026-07-02 11:46:18,1300901004,1300901,整鴨,凍肉店,1176.52
2574952921343983624,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,遼寧欣城帶骨雞全腿 300-320G|15KG,2,30,千克,1176.52,,,14781667,已登记,2026-07-03 00:00:00,2026-07-02 11:46:18,1300603041,1300603,帶骨全腿,凍肉店,0
2574952921343983624,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,遼寧銘川帶皮腿扒|15KG (300克+/塊),3,45,千克,1176.52,,,14781667,已登记,2026-07-03 00:00:00,2026-07-02 11:46:18,1300607015,1300607,帶皮腿扒,凍肉店,0
2574942450236784641,香港事业部,NFT00.002551,溢利食品(香港)有限公司,溢利,分销业务冻品水产部销售部,凌靖翔,中國紅布腸|20KG,2,40,千克,970.2,,,14780441,已登记,2026-07-03 00:00:00,2026-07-02 11:25:59,1300114011,1300114,熟食,批發-飛機,970.2
2574935698525126661,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,華英全淨膛鴨|12.8KG (1.6KG/只),1,12.8,千克,1553.62,,,14781599,已关闭,2026-07-03 00:00:00,2026-07-02 11:12:53,1300901004,1300901,整鴨,凍肉店,1553.62
2574935698525126661,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,遼寧欣城帶骨雞全腿 300-320G|15KG,4,60,千克,1553.62,,,14781599,已关闭,2026-07-03 00:00:00,2026-07-02 11:12:53,1300603041,1300603,帶骨全腿,凍肉店,0
2574935698525126661,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,遼寧銘川帶皮腿扒|15KG (300克+/塊),3,45,千克,1553.62,,,14781599,已关闭,2026-07-03 00:00:00,2026-07-02 11:12:53,1300607015,1300607,帶皮腿扒,凍肉店,0
2574917505066729481,香港事业部,NFT00.000229,駿利貿易公司,駿利,分销业务冻品水产部销售部,张淑燕,精品面精肉|25KG,1,25,千克,804.37,,,14781511,已登记,2026-07-02 00:00:00,2026-07-02 10:37:35,1300109012,1300109,面精肉,批發-飛機,804.37
2574916465684643843,香港事业部,NFT00.002547,先進食品國際有限公司,先進,分销业务冻品水产部销售部,岑美玉,精品面精肉|25KG,2,50,千克,1608.75,,,14780295,已登记,2026-07-03 00:00:00,2026-07-02 10:35:33,1300109012,1300109,面精肉,批發-加工,1608.75
2574902369578909704,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,遼寧欣城帶皮腿扒|15KG (250-300/塊),1,15,千克,221.7,,,14780258,已登记,2026-07-02 00:00:00,2026-07-02 10:08:12,1300607016,1300607,帶皮腿扒,批發-飛機,221.7
2574873696377241602,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,遼寧欣城帶骨雞全腿 240-260G|15KG,2,30,千克,443.1,,,14780176,已登记,2026-07-02 00:00:00,2026-07-02 09:12:36,1300603038,1300603,帶骨全腿,批發-飛機,443.1
2574135949867876361,香港事业部,15MYKD.KSH05,佳城興業有限公司火炭,佳城興業,分销业务冻品水产部销售部,岑美玉,華英全淨膛鴨|11.2KG (1.4KG/只),4,44.8,千克,474.88,,,14781266,已登记,2026-07-02 00:00:00,2026-07-01 09:21:11,1300901002,1300901,整鴨,批發-加工,474.88
2573633541750390792,香港事业部,NFT00.003034,豪氣有限公司,豪氣,分销业务冻品水产部销售部,萧景新,高峰柱裝羊卷肉|20KG,3,60,千克,3528,,,14781133,已登记,2026-07-02 00:00:00,2026-06-30 17:06:22,1300511002,1300511,羊卷肉,批發-加工,3528
2573616817147740163,香港事业部,#N/A,現沽-推廣(酒飲部),#N/A,分销业务销售发展部产品市场部,黄蕊,有度安溪鐵觀音原味茶（陳香型）_400ml*15,75,5,箱,500,,,,开立,2027-06-10 00:00:00,2026-06-30 16:33:55,#N/A,#N/A,#N/A,,0
2573570637682442246,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,遼寧銘川帶皮腿扒|15KG (300克+/塊),5,75,千克,1108.5,,,14780877,已登记,2026-07-02 00:00:00,2026-06-30 15:04:18,1300607015,1300607,帶皮腿扒,批發-飛機,1108.5
2573557941759115267,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,河南去皮上腿肉|12KG,2,24,千克,511.2,,,14780003,已登记,2026-07-02 00:00:00,2026-06-30 14:39:41,1300609001,1300609,去皮上腿肉,批發-飛機,511.2
2573557941759115267,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,山東鴨胸肉|10KG(220-240克/塊),1,10,千克,511.2,,,14780003,已登记,2026-07-02 00:00:00,2026-06-30 14:39:41,1300903006,1300903,生鴨胸,批發-飛機,0
2573485940927365125,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,遼寧欣城雞翅尖IQF|10KG,2,20,千克,194,,,14780610,已登记,2026-07-02 00:00:00,2026-06-30 12:19:58,1300627002,1300627,翅尖,凍肉店,194
2573484746903388164,香港事业部,NFT00.000229,駿利貿易公司,駿利,分销业务冻品水产部销售部,张淑燕,遼寧欣城雞翅尖IQF|10KG,1,10,千克,97,,,14779924,已登记,2026-07-02 00:00:00,2026-06-30 12:17:39,1300627002,1300627,翅尖,批發-飛機,97
2573469413870141443,香港事业部,NFT00.000385,誠信凍肉有限公司,誠信,分销业务冻品水产部销售部,李华兴,金鷹面精肉|25KG,4,100,千克,3273.2,,,14780586,已登记,2026-06-30 00:00:00,2026-06-30 11:47:54,1300109002,1300109,面精肉,凍肉店,3273.2
2573457465271123972,香港事业部,15MYKD.KSH05,佳城興業有限公司火炭,佳城興業,分销业务冻品水产部销售部,岑美玉,優質梅肉|25KG,10,250,千克,7134.35,,,14778548,已登记,2026-07-02 00:00:00,2026-06-30 11:24:44,1300101007,1300101,一號肉,批發-加工,7134.35
2573457465271123972,香港事业部,15MYKD.KSH05,佳城興業有限公司火炭,佳城興業,分销业务冻品水产部销售部,岑美玉,遼寧欣城翅根|10KG(60克以上/只),10,100,千克,7134.35,,,14778548,已登记,2026-07-02 00:00:00,2026-06-30 11:24:44,1300626003,1300626,翅根,批發-加工,0
2573449193164111872,香港事业部,NFT00.000759,天恆食品有限公司,天恆,分销业务冻品水产部销售部,岑美玉,華英煙熏鴨胸肉|10KG (220-240G/塊)日文包裝,2,20,千克,3508.4,,,14778536,已登记,2026-06-30 00:00:00,2026-06-30 11:08:41,1300904023,1300904,煙熏鴨胸,批發-飛機,3508.4
2573449193164111872,香港事业部,NFT00.000759,天恆食品有限公司,天恆,分销业务冻品水产部销售部,岑美玉,伊美佳12支骨法式羊排|20KG,2,40,千克,3508.4,,,14778536,已登记,2026-06-30 00:00:00,2026-06-30 11:08:41,1300501029,1300501,羊排,批發-飛機,0
2573448583301824520,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,遼寧銘川帶皮腿扒|15KG (250克+/塊),1,15,千克,221.7,,,14779859,已登记,2026-07-02 00:00:00,2026-06-30 11:07:29,1300607014,1300607,帶皮腿扒,批發-飛機,221.7
2573433834361061384,香港事业部,NFT00.000168,明記凍肉,明記,分销业务冻品水产部销售部,凌靖翔,遼寧欣城琵琶腿130-150G|10KG(5KG*2),1,10,千克,129,,,14779822,已登记,2026-06-30 00:00:00,2026-06-30 10:38:53,1300624103,1300624,琵琶腿,凍肉店,129
2573427744097435656,香港事业部,NFT00.000759,天恆食品有限公司,天恆,分销业务冻品水产部销售部,岑美玉,高峰去脂羊西冷|20KG,1,20,千克,1960.2,,,14778460,已登记,2026-06-30 00:00:00,2026-06-30 10:27:03,1300510007,1300510,其他,批發-飛機,1960.2
2573419729688461313,香港事业部,NFT00.000229,駿利貿易公司,駿利,分销业务冻品水产部销售部,张淑燕,金鷹寸骨|10KG (1K*10包),1,10,千克,480,,,14778447,已登记,2026-06-30 00:00:00,2026-06-30 10:11:31,1300111003,1300111,寸骨,批發-飛機,480
2573404422448087045,香港事业部,NFT00.003177,翎凰凍肉有限公司,翎凰,分销业务冻品水产部销售部,凌靖翔,至尊梅肉|25KG,30,750,千克,27446.15,,,14778402,已登记,2026-07-02 00:00:00,2026-06-30 09:41:49,1300101043,1300101,一號肉,批發-加工,27446.15
2573404422448087045,香港事业部,NFT00.003177,翎凰凍肉有限公司,翎凰,分销业务冻品水产部销售部,凌靖翔,金鷹面精肉|25KG,2,50,千克,27446.15,,,14778402,已登记,2026-07-02 00:00:00,2026-06-30 09:41:49,1300109002,1300109,面精肉,批發-加工,0
2572879414235758592,香港事业部,NFT00.000357,三明有限公司,三明,分销业务冻品水产部销售部,张淑燕,遼寧欣城翅根|10KG(60克以上/只),2,20,千克,256,,,14778327,已登记,2026-06-30 00:00:00,2026-06-29 16:43:09,1300626003,1300626,翅根,批發-飛機,256
2572855121900732417,香港事业部,NFT00.003074,信隆(亞洲)有限公司,信隆,分销业务冻品水产部销售部,谭小君,伊美佳4支骨法式羊排|20KG,2,40,千克,7294.5,,,14779565,已登记,2026-06-30 00:00:00,2026-06-29 15:56:02,1300501031,1300501,羊排,批發-加工,7294.5
2572855121900732417,香港事业部,NFT00.003074,信隆(亞洲)有限公司,信隆,分销业务冻品水产部销售部,谭小君,華英煙熏鴨胸肉|10KG (220-240G/塊)日文包裝,10,100,千克,7294.5,,,14779565,已登记,2026-06-30 00:00:00,2026-06-29 15:56:02,1300904023,1300904,煙熏鴨胸,批發-加工,0
2572855121900732417,香港事业部,NFT00.003074,信隆(亞洲)有限公司,信隆,分销业务冻品水产部销售部,谭小君,遼寧欣城帶骨雞全腿 220-240G|15KG,10,150,千克,7294.5,,,14779565,已登记,2026-06-30 00:00:00,2026-06-29 15:56:02,1300603037,1300603,帶骨全腿,批發-加工,0
2572850354463965186,香港事业部,NFT00.003074,信隆(亞洲)有限公司,信隆,分销业务冻品水产部销售部,谭小君,伊美佳4支骨法式羊排|20KG,5,100,千克,13958.85,,,14778316,已登记,2026-07-02 00:00:00,2026-06-29 15:46:47,1300501031,1300501,羊排,批發-加工,13958.85
2572850354463965186,香港事业部,NFT00.003074,信隆(亞洲)有限公司,信隆,分销业务冻品水产部销售部,谭小君,金鷹面精肉|25KG,3,75,千克,13958.85,,,14778316,已登记,2026-07-02 00:00:00,2026-06-29 15:46:47,1300109002,1300109,面精肉,批發-加工,0
2572850354463965186,香港事业部,NFT00.003074,信隆(亞洲)有限公司,信隆,分销业务冻品水产部销售部,谭小君,華英煙熏鴨胸肉|10KG (220-240G/塊)日文包裝,10,100,千克,13958.85,,,14778316,已登记,2026-07-02 00:00:00,2026-06-29 15:46:47,1300904023,1300904,煙熏鴨胸,批發-加工,0
2572850354463965186,香港事业部,NFT00.003074,信隆(亞洲)有限公司,信隆,分销业务冻品水产部销售部,谭小君,遼寧銘川帶皮腿扒|15KG (300克+/塊),10,150,千克,13958.85,,,14778316,已登记,2026-07-02 00:00:00,2026-06-29 15:46:47,1300607015,1300607,帶皮腿扒,批發-加工,0
2572833518192164867,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,遼寧銘川帶皮腿扒|15KG (300克+/塊),7,105,千克,1551.9,,,14778270,已登记,2026-06-30 00:00:00,2026-06-29 15:14:07,1300607015,1300607,帶皮腿扒,批發-飛機,1551.9
2572821999112945664,香港事业部,NFT00.000759,天恆食品有限公司,天恆,分销业务冻品水产部销售部,岑美玉,高峰法式小切羊排 |10KG,1,10,千克,1029.6,,,14779294,已登记,2026-06-30 00:00:00,2026-06-29 14:51:46,1300501022,1300501,羊排,批發-飛機,1029.6
2572809354706157569,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,遼寧欣城雞翅尖IQF|10KG,2,20,千克,194,,,14778247,已登记,2026-06-30 00:00:00,2026-06-29 14:27:14,1300627002,1300627,翅尖,批發-飛機,194
2572770725793366019,香港事业部,NFT00.000357,三明有限公司,三明,分销业务冻品水产部销售部,张淑燕,遼寧欣城翅根|10KG(60克以上/只),3,30,千克,384,,,14779129,已登记,2026-06-30 00:00:00,2026-06-29 13:12:17,1300626003,1300626,翅根,批發-飛機,384
2572732895698354185,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,金鷹面精肉|25KG,1,25,千克,1868.85,,,14779041,已登记,2026-07-02 00:00:00,2026-06-29 11:58:53,1300109002,1300109,面精肉,凍肉店,1868.85
2572732895698354185,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,遼寧欣城帶骨雞全腿 300-320G|15KG,2,30,千克,1868.85,,,14779041,已登记,2026-07-02 00:00:00,2026-06-29 11:58:53,1300603041,1300603,帶骨全腿,凍肉店,0
2572732895698354185,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,遼寧銘川帶皮腿扒|15KG (300克+/塊),3,45,千克,1868.85,,,14779041,已登记,2026-07-02 00:00:00,2026-06-29 11:58:53,1300607015,1300607,帶皮腿扒,凍肉店,0
2572730954373136391,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,遼寧欣城帶骨雞全腿 300-320G|15KG,2,30,千克,1139.2,,,14779038,已登记,2026-06-30 00:00:00,2026-06-29 11:55:06,1300603041,1300603,帶骨全腿,凍肉店,1139.2
2572730954373136391,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,遼寧銘川帶皮腿扒|15KG (300克+/塊),3,45,千克,1139.2,,,14779038,已登记,2026-06-30 00:00:00,2026-06-29 11:55:06,1300607015,1300607,帶皮腿扒,凍肉店,0
2572730954373136391,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,遼寧欣城雞翅尖IQF|10KG,1,10,千克,1139.2,,,14779038,已登记,2026-06-30 00:00:00,2026-06-29 11:55:06,1300627002,1300627,翅尖,凍肉店,0
2572722312922005506,香港事业部,15MYKD.KSH05,佳城興業有限公司火炭,佳城興業,分销业务冻品水产部销售部,岑美玉,華王樂雞肉腸｜10.88KG(340.2g*32),2,64,包,505.6,,,14778151,已登记,2026-06-30 00:00:00,2026-06-29 11:38:20,1310501001,1310501,腸類.雞肉腸,批發-加工,505.6
2572717004319358981,香港事业部,NFT00.000169,福源食品有限公司,福源,分销业务冻品水产部销售部,罗展勤,遼寧欣城帶骨雞全腿 280-300G|15KG,10,150,千克,1885.5,,,14778139,已登记,2026-06-29 00:00:00,2026-06-29 11:28:03,1300603040,1300603,帶骨全腿,批發-加工,1885.5
2572702470150029320,香港事业部,NFT00.002547,先進食品國際有限公司,先進,分销业务冻品水产部销售部,岑美玉,精品面精肉|25KG,2,50,千克,1608.75,,,14778105,已登记,2026-06-30 00:00:00,2026-06-29 10:59:50,1300109012,1300109,面精肉,批發-加工,1608.75
2572689035515396098,香港事业部,NFT00.000168,明記凍肉,明記,分销业务冻品水产部销售部,凌靖翔,金鷹面精肉|25KG,1,25,千克,1084.65,,,14778882,已登记,2026-06-29 00:00:00,2026-06-29 10:33:47,1300109002,1300109,面精肉,凍肉店,1084.65
2572689035515396098,香港事业部,NFT00.000168,明記凍肉,明記,分销业务冻品水产部销售部,凌靖翔,遼寧欣城琵琶腿130-150G|10KG(5KG*2),2,20,千克,1084.65,,,14778882,已登记,2026-06-29 00:00:00,2026-06-29 10:33:47,1300624103,1300624,琵琶腿,凍肉店,0
2572681167112241156,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,河南去皮上腿肉|12KG,5,60,千克,948,,,14778856,已登记,2026-06-29 00:00:00,2026-06-29 10:18:30,1300609001,1300609,去皮上腿肉,批發-飛機,948
2572675935865143296,香港事业部,NFT00.000185,萬駿貿易公司,萬駿,分销业务冻品水产部销售部,岑美玉,中國梅肉|25KG,10,250,千克,6014,,,14778034,已登记,2026-06-29 00:00:00,2026-06-29 10:08:22,1300101040,1300101,一號肉,批發-加工,6014
2572670249328443399,香港事业部,NFT00.002551,溢利食品(香港)有限公司,溢利,分销业务冻品水产部销售部,凌靖翔,遼寧欣城琵琶腿130-150G|10KG(5KG*2),68,680,千克,8772,,,14777997,已登记,2026-06-29 00:00:00,2026-06-29 09:57:20,1300624103,1300624,琵琶腿,批發-飛機,8772
2572667045259771905,香港事业部,NFT00.002547,先進食品國際有限公司,先進,分销业务冻品水产部销售部,岑美玉,精品面精肉|25KG,10,250,千克,7881.25,,,14777965,已登记,2026-06-29 00:00:00,2026-06-29 09:51:07,1300109012,1300109,面精肉,批發-加工,7881.25
2572650148881498120,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,華英鴨胸肉|10KG 220-240G/塊),1,10,千克,136,,,14778830,已登记,2026-06-29 00:00:00,2026-06-29 09:18:20,1300903003,1300903,生鴨胸,批發-飛機,136
2572633888135315459,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,華英全淨膛鴨|13.6KG (1.7KG/只),2,27.2,千克,1172.24,,,14777864,已登记,2026-06-29 00:00:00,2026-06-29 08:46:48,1300901005,1300901,整鴨,批發-飛機,1172.24
2572633888135315459,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,遼寧銘川帶皮腿扒|15KG (300克+/塊),4,60,千克,1172.24,,,14777864,已登记,2026-06-29 00:00:00,2026-06-29 08:46:48,1300607015,1300607,帶皮腿扒,批發-飛機,0
2571220543247220736,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,金鷹面精肉|25KG,3,75,千克,2454.9,,,14777775,已登记,2026-06-29 00:00:00,2026-06-27 11:04:32,1300109002,1300109,面精肉,批發-飛機,2454.9
2571207117179453440,香港事业部,NFT00.000168,明記凍肉,明記,分销业务冻品水产部销售部,凌靖翔,遼寧欣城琵琶腿130-150G|10KG(5KG*2),1,10,千克,129,,,14777774,已登记,2026-06-27 00:00:00,2026-06-27 10:38:28,1300624103,1300624,琵琶腿,凍肉店,129
2571197943106240520,香港事业部,NFT00.002551,溢利食品(香港)有限公司,溢利,分销业务冻品水产部销售部,凌靖翔,遼寧欣城翅根|10KG(60克以上/只),34,340,千克,4221.44,,,14777753,已登记,2026-06-27 00:00:00,2026-06-27 10:20:42,1300626003,1300626,翅根,批發-飛機,4221.44
2571170524058091529,香港事业部,NFT00.000229,駿利貿易公司,駿利,分销业务冻品水产部销售部,张淑燕,遼寧欣城雞翅尖IQF|10KG,1,10,千克,97,,,14777468,已登记,2026-06-29 00:00:00,2026-06-27 09:27:28,1300627002,1300627,翅尖,批發-飛機,97
2571165859700539394,香港事业部,NFT00.000169,福源食品有限公司,福源,分销业务冻品水产部销售部,罗展勤,遼寧銘川帶皮腿扒|15KG (300克+/塊),20,300,千克,6319.5,,,14777466,已登记,2026-06-27 00:00:00,2026-06-27 09:18:26,1300607015,1300607,帶皮腿扒,批發-加工,6319.5
2571165859700539394,香港事业部,NFT00.000169,福源食品有限公司,福源,分销业务冻品水产部销售部,罗展勤,遼寧欣城帶骨雞全腿 280-300G|15KG,10,150,千克,6319.5,,,14777466,已登记,2026-06-27 00:00:00,2026-06-27 09:18:26,1300603040,1300603,帶骨全腿,批發-加工,0
2570643634650087429,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,遼寧欣城帶皮腿扒|15KG (250-300/塊),2,30,千克,443.4,,,14777354,已登记,2026-06-27 00:00:00,2026-06-26 16:25:11,1300607016,1300607,帶皮腿扒,批發-飛機,443.4
2570566548553990146,香港事业部,NFT00.003074,信隆(亞洲)有限公司,信隆,分销业务冻品水产部销售部,谭小君,伊美佳4支骨法式羊排|20KG,3,60,千克,4365,,,14776497,已登记,2026-06-27 00:00:00,2026-06-26 13:55:36,1300501031,1300501,羊排,批發-加工,4365
2570539318461333505,香港事业部,NFT00.000759,天恆食品有限公司,天恆,分销业务冻品水产部销售部,岑美玉,高峰去脂羊西冷|20KG,1,20,千克,1960.2,,,14776363,已登记,2026-06-29 00:00:00,2026-06-26 13:02:47,1300510007,1300510,其他,批發-飛機,1960.2
2570508935862681601,香港事业部,NFT00.002474,明記冷凍食品有限公司,明記冷凍,分销业务冻品水产部销售部,岑美玉,至尊梅肉|25KG,4,100,千克,3479,,,14776344,已登记,2026-06-29 00:00:00,2026-06-26 12:03:50,1300101043,1300101,一號肉,批發-加工,3479
2570508368950067205,香港事业部,15MYKD.KSH05,佳城興業有限公司火炭,佳城興業,分销业务冻品水产部销售部,岑美玉,高峰四號肉 25KG,2,50,千克,1718.96,,,14776346,已登记,2026-06-29 00:00:00,2026-06-26 12:02:43,1300104005,1300104,四號肉,批發-加工,1718.96
2570508368950067205,香港事业部,15MYKD.KSH05,佳城興業有限公司火炭,佳城興業,分销业务冻品水产部销售部,岑美玉,山東全淨膛鴨|11.2KG (1.4KG/只),2,22.4,千克,1718.96,,,14776346,已登记,2026-06-29 00:00:00,2026-06-26 12:02:43,1300901050,1300901,整鴨,批發-加工,0
2570508368950067205,香港事业部,15MYKD.KSH05,佳城興業有限公司火炭,佳城興業,分销业务冻品水产部销售部,岑美玉,華王樂雞肉腸｜10.88KG(340.2g*32),2,64,包,1718.96,,,14776346,已登记,2026-06-29 00:00:00,2026-06-26 12:02:43,1310501001,1310501,腸類.雞肉腸,批發-加工,0
2570502553564348420,香港事业部,NFT00.000229,駿利貿易公司,駿利,分销业务冻品水产部销售部,张淑燕,遼寧欣城雞翅尖IQF|10KG,1,10,千克,97,,,14776970,已登记,2026-06-27 00:00:00,2026-06-26 11:51:25,1300627002,1300627,翅尖,批發-飛機,97
2570497966516207616,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,遼寧欣城帶骨雞全腿 280-300G|15KG,1,15,千克,188.55,,,14776277,已登记,2026-06-27 00:00:00,2026-06-26 11:42:32,1300603040,1300603,帶骨全腿,批發-飛機,188.55
2570470762216423430,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,遼寧欣城帶皮腿扒|15KG (250-300/塊),2,30,千克,443.4,,,14776831,已登记,2026-06-26 00:00:00,2026-06-26 10:49:45,1300607016,1300607,帶皮腿扒,批發-飛機,443.4
2570426369411383296,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,河南去皮上腿肉|12KG,2,24,千克,379.2,,,14776727,已登记,2026-06-26 00:00:00,2026-06-26 09:23:37,1300609001,1300609,去皮上腿肉,批發-飛機,379.2
2570410168794742793,香港事业部,NFT00.000230,恆輝貿易公司,恆輝,分销业务冻品水产部销售部,凌靖翔,高峰法式羊排 12 支骨|20KG,1,20,千克,1623.6,,,14776080,已登记,2026-06-26 00:00:00,2026-06-26 08:52:12,1300501019,1300501,羊排,批發-飛機,1623.6
2569791109411635207,香港事业部,NFT00.002547,先進食品國際有限公司,先進,分销业务冻品水产部销售部,岑美玉,精品面精肉|25KG,3,75,千克,2413.12,,,14775180,已登记,2026-06-26 00:00:00,2026-06-25 12:51:04,1300109012,1300109,面精肉,批發-加工,2413.12
2569779177992486918,香港事业部,NFT00.002547,先進食品國際有限公司,先進,分销业务冻品水产部销售部,岑美玉,精品面精肉|25KG,3,75,千克,2413.12,,,14775825,已关闭,2026-06-26 00:00:00,2026-06-25 12:27:55,1300109012,1300109,面精肉,批發-加工,2413.12
2569747232002670596,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,金鷹寸骨|10KG (1K*10包),1,10,千克,1160.1,,,14775755,已登记,2026-06-26 00:00:00,2026-06-25 11:25:55,1300111003,1300111,寸骨,凍肉店,1160.1
2569747232002670596,香港事业部,NFT00.000774,新昌,新昌,分销业务冻品水产部,张淑燕,遼寧銘川帶皮腿扒|15KG (300克+/塊),3,45,千克,1160.1,,,14775755,已登记,2026-06-26 00:00:00,2026-06-25 11:25:55,1300607015,1300607,帶皮腿扒,凍肉店,0
2569692685941080064,香港事业部,NFT00.000169,福源食品有限公司,福源,分销业务冻品水产部销售部,罗展勤,遼寧銘川帶皮腿扒|15KG (300克+/塊),5,75,千克,1108.5,,,14775607,已登记,2026-06-25 00:00:00,2026-06-25 09:40:05,1300607015,1300607,帶皮腿扒,批發-加工,1108.5
